DIRETORIA REGIONAL,MUNICÍPIO,CÓDIGO CENSO,UNIDADE ESCOLAR,MERENDA ESTADUAL/FEDERAL SALDO ANTERIOR,MANUTENÇÃO SALDO ANTERIOR,MERENDA ESTADUAL/FEDERAL RECEITA,MANUTENÇÃO RECEITA,MERENDA ESTADUAL/FEDERAL DESPESA,MANUTENÇÃO DESPESA,MERENDA ESTADUAL/FEDERAL SALDO ATUAL,MANUTENÇÃO SALDO ATUAL,LATITUDE,LONGITUDE
METROPOLITANA IV,RIO DE JANEIRO,33082073,CE PROFESSOR IVAN VILLON,"3422,03","1235,53","6444,8",2544,"6226,72","2521,25","3640,11","1258,28",-22.8864994049072,-43.548900604248
METROPOLITANA IV,RIO DE JANEIRO,33086591,CE PROFESSOR JOEL DE OLIVEIRA,"45946,91","1361,57","18300,8",7224,"17846,83","6901,32","46400,88","1684,25",0,0
METROPOLITANA IV,RIO DE JANEIRO,33082359,CE PROFESSOR JUREMA PECANHA GIRAUD,"-5071,18","9276,19","9940,8","4354,1","2035,1","13415,61","2834,52","214,68",0,0
METROPOLITANA IV,RIO DE JANEIRO,33086605,CE PROFESSOR MANOEL MAURICIO DE ALBUQUERQUE,"116042,12","13862,31","23711,58",9180,"33402,62","6077,36","106351,08","16964,95",0,0
METROPOLITANA IV,RIO DE JANEIRO,33138354,CE PROFESSOR OZEAS GOMES LARANGEIRA,"43517,17","14301,9",13914,5448,12624,5698,"44807,17","14051,9",0,0
METROPOLITANA IV,RIO DE JANEIRO,33082430,CE PROFESSOR VIEIRA FAZENDA,"21422,58","11722,48","5411,2",2136,"6235,69","9586,48","20598,09",4272,0,0
METROPOLITANA IV,RIO DE JANEIRO,33126216,CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA,"131237,6","60765,99","25201,6",9948,0,"3193,8","156439,2","67520,19",0,0
METROPOLITANA IV,RIO DE JANEIRO,33136505,CE PROFESSORA JEANNETTE DE SOUZA COELHO MANNARINO,"400685,74","22799,06","74054,4",29232,"434099,15","31475,64","40640,99","20555,42",0,0
METROPOLITANA IV,RIO DE JANEIRO,33082367,CE PROFESSORA ORMINDA RODRIGUES,"19619,15","14689,45",0,0,0,0,"19619,15","14689,45",0,0
METROPOLITANA IV,RIO DE JANEIRO,33136432,CE PROFESSORA VANIA DO AMARAL MATIAS EDDE,"75105,95","20914,53",26144,10320,"35349,45","5121,58","65900,5","26112,95",0,0
METROPOLITANA IV,RIO DE JANEIRO,33136424,CE PROFESSORA VILMA ATANAZIO,"69476,98","40638,81","37939,2",14976,"82802,25","22210,55","24613,93","33404,26",0,0
METROPOLITANA IV,RIO DE JANEIRO,33082375,CE RAINHA VITORIA,"1547,23","3830,45","7940,2",2616,"6886,58","1471,7","2600,85","4974,75",0,0
METROPOLITANA IV,RIO DE JANEIRO,33079900,CE RAMIZ GALVAO,"20098,16","12833,32","5350,4","4539,6","5695,91","2074,72","19752,65","15298,2",0,0
METROPOLITANA IV,RIO DE JANEIRO,33100675,CE RAYMUNDO CORREA,"22430,32","262,9","9373,75","7792,1","7499,96","5911,06","24304,11","2143,94",0,0
METROPOLITANA IV,RIO DE JANEIRO,33079404,CE REPUBLICA DE MOCAMBIQUE,"2486,2","1889,44",6170,2436,"5853,22","2769,8","2802,98","1555,64",0,0
METROPOLITANA IV,RIO DE JANEIRO,33136513,CE ROSARIA TROTTA,"16932,73","21521,76","11156,8",4404,"11003,98","3383,36","17085,55","22542,4",0,0
METROPOLITANA IV,RIO DE JANEIRO,33079323,CE STUART EDGAR ANGEL JONES (EX CE ABRAHÃO JABOUR),"191965,7","24809,01","50482,49",22080,"58050,35","26362,94","184397,84","20526,07",0,0
METROPOLITANA IV,RIO DE JANEIRO,33082421,CE VENEZUELA,"24575,15","10053,02",0,0,0,0,"24575,15","10053,02",0,0
METROPOLITANA IV,RIO DE JANEIRO,33075883,CE VIRIATO CORREA,"29693,56","6129,68","8694,4",3432,"3896,91","1535,75","34491,05","8025,93",0,0
METROPOLITANA IV,RIO DE JANEIRO,33081743,CIE MIECIMO DA SILVA,"83869,97","12674,26","85066,8","14389,83","69418,91","13979,11","99517,86","13084,98",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106746,CIEP 165 BRIGADEIRO SERGIO CARVALHO,"144335,78","12325,13","40041,95",17756,"167119,77","24001,13","17257,96",6080,0,0
METROPOLITANA IV,RIO DE JANEIRO,33106657,CIEP 183 JOAO VITTA,"100169,83","35184,52","21705,6",10568,"15968,31","6427,65","105907,12","39324,87",0,0
METROPOLITANA IV,RIO DE JANEIRO,33104638,CIEP 195 ANIBAL MACHADO,"33314,87",25035,6080,0,"11567,2",0,"27827,67",25035,0,0
METROPOLITANA IV,RIO DE JANEIRO,33106550,CIEP 223 OLYMPIO MARQUES DOS SANTOS,"16811,58","17773,99","23055,2",19463,"38373,96","29083,21","1492,82","8153,78",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106606,CIEP 224 TARSO DE CASTRO,"102998,27","17195,13","35550,1",18920,"83077,21","27425,13","55471,16",8690,0,0
METROPOLITANA IV,RIO DE JANEIRO,33106690,CIEP 225 MARIO QUINTANA,"53802,31","35409,61",47120,20600,"39700,21","35267,08","61222,1","20742,53",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106703,CIEP 244 OSWALDO ARANHA,"62445,16","9852,95","16172,8",8384,"22135,26","9687,32","56482,7","8549,63",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106681,CIEP 305 HEITOR DOS PRAZERES,"97464,67","22610,04",63688,27140,"24271,88","40262,03","136880,79","9488,01",0,0
METROPOLITANA IV,RIO DE JANEIRO,33105294,CIEP 311 DEPUTADO BOCAYUVA CUNHA,"114509,71","36191,98","47556,84",19688,"31784,85","17605,64","130281,7","38274,34",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106649,CIEP 312 RAUL RYFF,"83967,76","1885,38","50745,2",11096,"22156,22","10697,22","112556,74","2284,16",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106720,CIEP 313 RUBEM BRAGA,"40398,25","4774,04",22040,13012,"21870,6","9783,1","40567,65","8002,94",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106584,CIEP 336 OCTAVIO MALTA,"8784,67","20249,69",31920,14600,"28925,04","24862,91","11779,63","9986,78",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106711,CIEP 362 ROBERTO BURLE MARX,"125318,39","20379,56","12494,4",11864,"15012,3","15306,52","122800,49","16937,04",0,0
METROPOLITANA IV,RIO DE JANEIRO,33105219,CIEP 379 RAUL SEIXAS,"18048,97","20312,57","15431,84",10652,"26543,07","8044,08","6937,74","22920,49",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106630,CIEP 382 ASPIRANTE FRANCISCO MEGA,"64301,23","16415,56","41435,2",18356,"53160,02","17169,07","52576,41","17602,49",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106614,CIEP 386 GUILHERME DA SILVEIRA FILHO,"85246,82","18035,12","49916,8",22860,"53727,8","31722,4","81435,82","9172,72",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106673,CIEP 392 MARIO DE ANDRADE,"112060,5","26825,88","47606,4",20792,"65337,27","11827,56","94329,63","35790,32",0,0
METROPOLITANA IV,RIO DE JANEIRO,33110476,CIEP 418 ANTONIO CARLOS BERNARDES -MUSSUM,"24322,33","7797,19","9181,2",4844,"17456,51",10100,"16047,02","2541,19",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106665,CIEP 432 ALBERTO CAVALCANTI,"68058,78","19691,62","37536,4",9932,"32295,56","13962,32","73299,62","15661,3",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106738,CIEP 433 TOGO RENAN SOARES KANELA,"49192,1","26532,56","26018,91",10976,"25731,45","9577,98","49479,56","27930,58",0,0
METROPOLITANA IV,RIO DE JANEIRO,33106592,CIEP 435 HELIO PELLEGRINO,"25971,94","4407,79",30704,14120,"55031,31","18527,79","1644,63",0,0,0
METROPOLITANA IV,RIO DE JANEIRO,33083592,IE SARAH KUBITSCHEK,"335715,38","147648,47",166670,"45648,5","229000,92",29439,"273384,46","163857,97",0,0
METROPOLITANA V,DUQUE DE CAXIAS,33049920,CE ABDALA CHAMA,"6137,21","6398,34","16270,8",7676,"14473,56","7402,4","7934,45","6671,94",0,0
METROPOLITANA V,DUQUE DE CAXIAS,33049785,CE ADELINA CASTRO,"705,04","3716,71","20854,4",8232,"15856,95","9366,7","5702,49","2582,01",0,0
METROPOLITANA V,DUQUE DE CAXIAS,33050791,CE ALEMY TAVARES DA SILVA,"13880,98","7378,3","17945,2",5916,"12546,05","2333,3","19280,13",10961,0,0
METROPOLITANA V,DUQUE DE CAXIAS,33049793,CE ALEXANDER GRAHAM BELL,"49944,91","5782,17","46357,6",16176,"36003,48","13414,08","60299,03","8544,09",0,0
METROPOLITANA V,DUQUE DE CAXIAS,33048444,CE ALVARO NEGROMONTE,"12666,05","3210,22","22313,6",8808,"23668,6","1684,7","11311,05","10333,52",0,0
METROPOLITANA V,DUQUE DE CAXIAS,33048452,CE AURA BARRETO,"4028,97","699,08","21705,6",8568,"18139,46","8490,37","7595,11","776,71",-22.7600002288818,-43.3078002929688
METROPOLITANA V,DUQUE DE CAXIAS,33050759,CE BARAO DE MAUA,"30832,82","2679,77","45425,58",12264,"27056,63","10483,19","49201,77","4460,58",-22.5965003967285,-43.298999786377
METROPOLITANA V,DUQUE DE CAXIAS,33050767,CE CIRCULO OPERARIO,"4646,19","57,7","36139,6",11208,"26030,8","10931,06","14754,99","334,64",-22.5974006652832,-43.2921981811523
METROPOLITANA V,DUQUE DE CAXIAS,33050490,CE DOUTOR ALFREDO BACKER,"10922,45","7197,24","21981,46",7344,"28934,22","12466,58","3969,69","2074,66",-22.6401996612549,-43.2192001342773
METROPOLITANA V,DUQUE DE CAXIAS,33048860,CE DOUTOR IGNACIO BEZERRA DE MENEZES,"43896,97","1769,96","23507,49",7464,"17428,88","7309,5","49975,58","1924,46",-22.7796001434326,-43.3251991271973
METROPOLITANA V,DUQUE DE CAXIAS,33048460,CE DULCE PETRI,"35254,47","5522,43",4793,3126,"3408,7","1280,86","36638,77","7367,57",-22.7926998138428,-43.2901000976562
METROPOLITANA V,DUQUE DE CAXIAS,33048479,CE DUQUE DE CAXIAS,"46314,17","13675,08","55109,6",18168,"28694,9","15128,79","72728,87","16714,29",-22.7588005065918,-43.2781982421875
METROPOLITANA V,DUQUE DE CAXIAS,33049963,CE EMBAIXADOR RAUL FERNANDES,"12568,42","1922,39","19644,47",6396,"16203,2","7916,43","16009,69","401,96",-22.7404003143311,-43.3125
METROPOLITANA V,DUQUE DE CAXIAS,33048878,CE EUCLIDES DA CUNHA,"19989,01","8113,98","12190,4",4812,"7196,79","6007,16","24982,62","6918,82",-22.7707004547119,-43.2883987426758
METROPOLITANA V,DUQUE DE CAXIAS,33048886,CE EVANGELINA PORTO DA MOTTA,"10482,81","246,2","10138,4",6612,"14663,68",1300,"5957,53","5558,2",-22.7670001983643,-43.2955017089844
METROPOLITANA V,DUQUE DE CAXIAS,33050422,CE FERNANDO FIGUEIREDO,"20512,59","6533,42","35742,4",13188,"38844,42","14065,7","17410,57","5655,72",-22.6387004852295,-43.2179985046387
METROPOLITANA V,DUQUE DE CAXIAS,33048487,CE FIDELIS MEDEIROS,"57992,83","5641,4","21773,97",8472,"18076,4","6078,32","61690,4","8035,08",-22.7593994140625,-43.3133010864258
METROPOLITANA V,DUQUE DE CAXIAS,33049807,CE FREI HENRIQUE DE COIMBRA,"22121,52","437,79","21257,6",7008,"27253,2","7441,75","16125,92","4,04",-22.6835994720459,-43.287899017334
METROPOLITANA V,DUQUE DE CAXIAS,33048908,CE GETULIO VARGAS,"5627,3","5256,61","9944,99",3078,"3790,66","2512,9","11781,63","5821,71",-3.4277400970459,-45.3745002746582
METROPOLITANA V,DUQUE DE CAXIAS,33048495,CE GUADALAJARA,"93629,19","15135,31","17326,4",5712,"11812,08","5946,42","99143,51","14900,89",-22.7686996459961,-43.3230018615723
METROPOLITANA V,DUQUE DE CAXIAS,33049980,CE HELIO RANGEL,"10838,28","877,2","29873,94",10624,"36292,73","7247,42","4419,49","4253,78",-22.6874008178711,-43.2569007873535
METROPOLITANA V,DUQUE DE CAXIAS,33048932,CE HERBERT MOSES,"6693,29",160,"12270,04",6000,"14701,81","5993,92","4261,52","166,08",-22.7602005004883,-43.2963981628418
METROPOLITANA V,DUQUE DE CAXIAS,33050805,CE HERVALINA DINIZ PIRES,"4623,48",1291,"16068,6",4548,"10720,27","5399,4","9971,81","439,6",-22.6054992675781,-43.2748985290527
METROPOLITANA V,DUQUE DE CAXIAS,33048509,CE IRINEU MARINHO,"21206,11","8199,84","15139,2",5976,"13888,67","9171,55","22456,64","5004,29",-22.7738990783691,-43.3129005432129
METROPOLITANA V,DUQUE DE CAXIAS,33048940,CE LARA VILLELA,"3092,69","2245,7",11824,4668,"11062,9","6913,7","3853,79",0,-22.7588005065918,-43.2781982421875
METROPOLITANA V,DUQUE DE CAXIAS,33048959,CE LIA MARCIA GONCALVES PANARO,"902,19",4815,"26265,6",10368,"19552,04","6916,53","7615,75","8266,47",-22.7796001434326,-43.2911987304688
METROPOLITANA V,DUQUE DE CAXIAS,33050503,CE MANOEL BANDEIRA,"9598,5","1891,25","11217,6",4428,"8677,42","6275,53","12138,68","43,72",-22.6235008239746,-43.214599609375
METROPOLITANA V,DUQUE DE CAXIAS,33050015,CE MARECHAL RONDON,"3746,43","1587,37","17514,41",8388,"12495,07","3503,54","8765,77","6471,83",-22.6494998931885,-43.2886009216309
METROPOLITANA V,DUQUE DE CAXIAS,33048975,CE MIGUEL COUTO,"8742,6","1182,11","12494,4",4932,"11775,77","5628,19","9461,23","485,92",-22.7129993438721,-43.42919921875
METROPOLITANA V,DUQUE DE CAXIAS,33050023,CE MINAS GERAIS,"10609,5","1429,46","40840,8",13464,"37532,6",14132,"13917,7","761,46",0,0
METROPOLITANA V,DUQUE DE CAXIAS,33050813,CE MONTEIRO LOBATO,"11917,54","924,38",21736,8580,"23492,14","8639,43","10161,4","864,95",-22.5884990692139,-43.3059997558594
METROPOLITANA V,DUQUE DE CAXIAS,33050511,CE NOVA AMERICA,"12290,25","4944,11","22895,2",7416,"18493,19","7056,9","16692,26","5303,21",-22.6049003601074,-43.2386016845703
METROPOLITANA V,DUQUE DE CAXIAS,33142882,CE NOVA CAMPINA,"22713,72","3112,13","12068,8",4754,"7539,52",3478,27243,"4388,13",-22.640100479126,-43.2566986083984
METROPOLITANA V,DUQUE DE CAXIAS,33050538,CE OPERARIO JOAO VICENTE,"4600,78","2812,72","5630,4",3672,"4458,98","1437,1","5772,2","5047,62",-22.6285991668701,-43.2140998840332
METROPOLITANA V,DUQUE DE CAXIAS,33050430,CE PADRE ANCHIETA,"1229,75",0,"26790,4",8832,"23567,86",8832,"4452,29",0,-5.30022001266479,-44.4663009643555
METROPOLITANA V,DUQUE DE CAXIAS,33050554,CE PROFESSOR FRANCISCO PORTUGAL NEVES,"18829,05","760,38","30225,01","17964,38","31807,44","16569,01","17246,62","2155,75",-22.6375999450684,-43.2286987304688
METROPOLITANA V,DUQUE DE CAXIAS,33048991,CE PROFESSOR JOSE DE SOUZA HERDY,"23827,12",0,"21523,2",8496,"22722,95","4314,3","22627,37","4181,7",-22.7922992706299,-43.2998008728027
METROPOLITANA V,DUQUE DE CAXIAS,33050570,CE PROFESSORA MINERVINA BARBOSA DE CASTRO,"19322,57",0,15432,"11831,2","18769,58",11001,"15984,99","830,2",-22.6340999603271,-43.2653999328613
METROPOLITANA V,DUQUE DE CAXIAS,33048797,CE PROFESSORA NORMA TOOP URUGUAY,"26263,06","6096,13","19364,8",6384,"26785,8","6435,74","18842,06","6044,39",-22.7858009338379,-43.3190994262695
METROPOLITANA V,DUQUE DE CAXIAS,33050031,CE PROFESSORA VERA LUCIA TAVARES ROMAO,"517,61","1715,48","17184,01",6780,"17460,01","6341,08","241,61","2154,4",-22.67919921875,-43.2453994750977
METROPOLITANA V,DUQUE DE CAXIAS,33048517,CE RUI BARBOSA,"33277,79","4678,83","20702,4",8172,"23195,12",11382,"30785,07","1468,83",-4.07522010803223,-45.173999786377
METROPOLITANA V,DUQUE DE CAXIAS,33050848,CE SANTO ANTONIO,"78,36","19,4",42256,"19107,6","40906,6","18619,63","1427,76","507,37",-3.68010476472777,-42.7528045864151
METROPOLITANA V,DUQUE DE CAXIAS,33049815,CE SANTO INACIO,"4117,91","12814,57",20824,8200,"19532,84","11072,8","5409,07","9941,77",-22.7220001220703,-43.3208999633789
METROPOLITANA V,DUQUE DE CAXIAS,33049017,CE SAO BENTO,"16655,47",3488,"27338,5",10716,"41625,22",14148,"2368,75",56,-22.7495994567871,-43.3032989501953
METROPOLITANA V,DUQUE DE CAXIAS,33049025,CE VINICIUS DE MORAES,"9852,37","9216,98",7890,7860,6662,5860,"11080,37","11216,98",-22.7872009277344,-43.2951011657715
METROPOLITANA V,DUQUE DE CAXIAS,33049033,CE ZUMBI DOS PALMARES,"17485,65","17,43","10670,7",4212,"10710,96","3996,58","17445,39","232,85",-22.7668991088867,-43.3035011291504
METROPOLITANA V,DUQUE DE CAXIAS,33048304,CIEP 031 LIRIO DO LAGUNA,"5804,39",1192,"17875,2",9056,"14350,42","9330,7","9329,17","917,3",-22.7963008880615,-43.3140983581543
METROPOLITANA V,DUQUE DE CAXIAS,33049688,CIEP 032 CORA CORALINA,"17916,6","12442,89","39139,2",16436,"32925,29",8872,"24130,51","20006,89",-22.7054996490479,-43.312198638916
METROPOLITANA V,DUQUE DE CAXIAS,33049734,CIEP 035 MARECHAL HENRIQUE TEIXEIRA LOTT,"45,89","685,52",19656,8480,"12947,5","8745,76","6754,39","419,76",-22.6832008361816,-43.2612991333008
METROPOLITANA V,DUQUE DE CAXIAS,33049726,CIEP 089 GRACILIANO RAMOS,"41517,49","3586,87","44316,8",18704,"51983,34","15671,2","33850,95","6619,67",-22.7497005462646,-43.320499420166
METROPOLITANA V,DUQUE DE CAXIAS,33048339,CIEP 098 PROFESSOR HILDA DO CARMO SIQUEIRA,"29860,64",0,28938,22165,"25496,87","17651,34","33301,77","4513,66",-22.7842998504639,-43.2868995666504
METROPOLITANA V,DUQUE DE CAXIAS,33049742,CIEP 118 VEREADOR VILSON CAMPOS MACEDO,"19060,54","3504,87","39676,77",15320,37108,"14502,81","21629,31","4322,06",-22.7245006561279,-43.3148994445801
METROPOLITANA V,DUQUE DE CAXIAS,33048320,CIEP 131 PROFESSORA ARMANDA ALVARO ALBERTO,"562,28",0,"23286,4",11192,"23848,68",10857,0,335,-22.7590999603271,-43.3151016235352
METROPOLITANA V,DUQUE DE CAXIAS,33099243,CIEP 171 JOSE AMERICO PESSANHA,0,"317,34","4727,2",2866,"4727,2",3020,0,"163,34",-22.6268997192383,-43.2067985534668
METROPOLITANA V,DUQUE DE CAXIAS,33101620,CIEP 176 CHICO MENDES,"6892,49","8873,28","5678,4",3872,"4546,99","4026,87","8023,9","8718,41",-22.6623992919922,-43.2932014465332
METROPOLITANA V,DUQUE DE CAXIAS,33048347,CIEP 198 PROFESSORA ROZA FERREIRA DE MATTOS,"17099,57","13561,9","15052,4",7136,"11536,83",13599,"20615,14","7098,9",-22.7994995117188,-43.3266983032227
METROPOLITANA V,DUQUE DE CAXIAS,33110220,CIEP 201 AARAO STEINBRUCH,"2747,73","40,5","46268,8",20264,"37068,8","20135,2","11947,73","169,3",-22.7238998413086,-43.3153991699219
METROPOLITANA V,DUQUE DE CAXIAS,33049700,CIEP 208 ALCEU AMOROSO LIMA,"3719,32","2478,16",17632,8960,"15012,64","8537,33","6338,68","2900,83",-22.6921005249023,-43.2540016174316
METROPOLITANA V,DUQUE DE CAXIAS,33099766,CIEP 209 ATAULFO ALVES,"13583,84","2657,84","5512,4",2626,"3350,01","1962,98","15746,23","3320,86",-22.6966991424561,-43.2560005187988
METROPOLITANA V,DUQUE DE CAXIAS,33099235,CIEP 218 MINISTRO HERMES LIMA,"84,57","2245,03","11156,69",13406,"3645,68",4820,"7595,58","10831,03",-22.7556991577148,-43.2853012084961
METROPOLITANA V,DUQUE DE CAXIAS,33048312,CIEP 226 PORTO DA ESTRELA,"12128,01","12585,32","4820,8",5144,"6290,67","3557,42","10658,14","14171,9",-22.6476001739502,-43.2178001403809
METROPOLITANA V,DUQUE DE CAXIAS,33049718,CIEP 228 DARCY VARGAS,"41052,11",1215,39130,14900,"31474,11",15760,48708,355,-22.6784000396729,-43.2450981140137
METROPOLITANA V,DUQUE DE CAXIAS,33099200,CIEP 229 CANDIDO PORTINARI,"15143,08","2322,81","21767,2",9176,"13609,86","8103,41","23300,42","3395,4",-22.6746997833252,-43.2433013916016
METROPOLITANA V,DUQUE DE CAXIAS,33101655,CIEP 320 ERCILIA ANTONIA DA SILVA,"130699,61","13530,91","46358,14",19748,"51879,86","20101,51","125177,89","13177,4",-22.6534004211426,-43.2825012207031
METROPOLITANA V,DUQUE DE CAXIAS,33098816,CIEP 340 PROFESSOR LAIS MARTINS,"9368,86","2203,55","19273,17",8684,"15919,37","7413,47","12722,66","3474,08",-22.6809005737305,-43.2924995422363
METROPOLITANA V,DUQUE DE CAXIAS,33097810,CIEP 348 EUGENIA MOREYRA,"1366,68","44,5","25880,4",10532,"20352,34","8364,68","6894,74","2211,82",-22.684700012207,-43.3554000854492
METROPOLITANA V,DUQUE DE CAXIAS,33099286,CIEP 350 TULIO ROBERTO CARDOSO QUINTILIANO,"1380,94","4510,88","22131,2",10736,"18622,11","11314,93","4890,03","3931,95",-22.8062000274658,-43.2868003845215
METROPOLITANA V,DUQUE DE CAXIAS,33099227,CIEP 370 PROFESSOR SYLVIO GNECCO DE CARVALHO,"1922,56","2739,6",17326,6092,"14658,6","8294,23","4589,96","537,37",-22.6683006286621,-43.2747001647949
METROPOLITANA V,DUQUE DE CAXIAS,33097895,CIEP 404 CLARICE LISPECTOR,"11153,84","3313,69",31160,14300,"21085,69","13881,53","21228,15","3732,16",-22.7096004486084,-43.3042984008789
METROPOLITANA V,DUQUE DE CAXIAS,33099189,CIEP 434 PROFESSORA MARIA JOSE MACHADO,"21109,5","9453,53","37504,82",14300,"22589,33","12383,7","36024,99","11369,83",-22.7942008972168,-43.3222999572754
METROPOLITANA V,DUQUE DE CAXIAS,33096694,CIEP 476 ELIAS LAZARONI,7974,0,38608,17240,"31453,1",17240,"15128,9",0,-22.6375007629395,-43.257999420166
METROPOLITANA V,DUQUE DE CAXIAS,33048282,CIEP BRIZOLAO 087 CLEMENTINA DE JESUS,"32369,18","6002,94",16102,7360,"31743,04","10117,67","16728,14","3245,27",-22.7450008392334,-43.3171997070312
METROPOLITANA V,DUQUE DE CAXIAS,33099073,CIEP BRIZOLAO 199 CHARLES CHAPLIN,"54577,6","3799,29","50524,8",15284,"41727,13",14545,"63375,27","4538,29",-22.75830078125,-43.2918014526367
METROPOLITANA V,DUQUE DE CAXIAS,33049696,CIEP BRIZOLAO 369 JORNALISTA SANDRO MOREYRA,"18440,96","2974,03","36509,2",14036,"33518,47","12569,08","21431,69","4440,95",-22.6840000152588,-43.2837982177734
METROPOLITANA V,DUQUE DE CAXIAS,33048835,EE ARARIBOIA,"14171,71","2543,4","9409,58",4508,"11429,03",4412,"12152,26","2639,4",-22.755199432373,-43.301399230957
METROPOLITANA V,DUQUE DE CAXIAS,33049947,EE ASSIS CHATEAUBRIAND,"49836,8","2934,77","20529,6",6768,"8470,22","6569,84","61896,18","3132,93",-19.8934001922607,-43.9053001403809
METROPOLITANA V,DUQUE DE CAXIAS,33048843,EE BAIRRO SENHOR DO BONFIM,"7780,19",0,4240,1200,"11157,4",1200,"862,79",0,0,0
METROPOLITANA V,DUQUE DE CAXIAS,33048916,EE GILBERTO FREIRE,"1682,94","626,6",10374,3420,"9948,53","2467,7","2108,41","1578,9",-22.7541999816895,-43.2971000671387
METROPOLITANA V,DUQUE DE CAXIAS,33049998,EE JOAO XXIII,"5454,65","997,54","12168,8",3444,"10842,71","3545,1","6780,74","896,44",-19.5550003051758,-42.6473999023438
METROPOLITANA V,DUQUE DE CAXIAS,33050546,EE PARADA ANGELICA,"1220,19","209,87",6490,4230,6498,4120,"1212,19","319,87",-22.6207008361816,-43.2065010070801
METROPOLITANA V,DUQUE DE CAXIAS,33050040,EE PROFESSORA CORDELIA PAIVA,"3277,98","4931,65","16122,44",5304,"7091,37","1265,28","12309,05","8970,37",-22.7266006469727,-43.3205986022949
METROPOLITANA V,DUQUE DE CAXIAS,33050058,EE PROFESSORA SARAH FARIA BRAZ,"2855,26","2417,16","9943,81",3924,"10221,67",3025,"2577,4","3316,16",-22.6770992279053,-43.2521018981934
METROPOLITANA V,DUQUE DE CAXIAS,33049475,IE GOVERNADOR ROBERTO SILVEIRA,"64080,42","19280,27","75206,8",23888,"60279,14","22636,33","79008,08","20531,94",-22.7945003509521,-43.3018989562988
METROPOLITANA VI,RIO DE JANEIRO,33105065,CAIC EUCLIDES DA CUNHA,"65273,49",0,"60982,4",26072,"47079,88","23463,49","79176,01","2608,51",-22.9736003875732,-43.3357009887695
METROPOLITANA VI,RIO DE JANEIRO,33062340,CAIC JOAQUIM JOSE DA SILVA XAVER - O TIRADENTES,"39191,04","8703,31",9880,5900,"26429,6","6105,25","22641,44","8498,06",0,0
METROPOLITANA VI,RIO DE JANEIRO,33077088,CE ADALGISA MONTEIRO,"32444,75",0,"15291,2",6036,"18712,59",6036,"29023,36",0,-22.9752006530762,-43.3280982971191
METROPOLITANA VI,RIO DE JANEIRO,33068011,CE AFONSO PENA,"4978,53","3477,15","4529,6",2000,"5745,15","1602,34","3762,98","3874,81",0,0
METROPOLITANA VI,RIO DE JANEIRO,33087717,CE ALBERT EINSTEIN,"14825,93","3420,5","4046,4",4000,"3688,8","593,85","15183,53","6826,65",-23.0031653487792,-43.3835752606392
METROPOLITANA VI,RIO DE JANEIRO,33077096,CE ALBERTO PASQUALINI,"5843,55","2437,68","2264,94",2000,"1067,35","4111,91","7041,14","325,77",-22.9319000244141,-43.3655014038086
METROPOLITANA VI,RIO DE JANEIRO,33077363,CE ALBERTO RANGEL,"24248,76","18691,05",9120,3600,"13535,91",800,"19832,85","21491,05",-22.942699432373,-43.3389015197754
METROPOLITANA VI,RIO DE JANEIRO,33077371,CE ALINA DE BRITO,"31867,4","36654,82",12600,7728,"18266,17","15284,7","26201,23","29098,12",-22.9353008270264,-43.369800567627
METROPOLITANA VI,RIO DE JANEIRO,33087750,CE ALMIRANTE TAMANDARE,"9023,68","1406,35","4926,4",2472,"3185,03","2544,51","10765,05","1333,84",-2.54667997360229,-44.2140007019043
METROPOLITANA VI,RIO DE JANEIRO,33063397,CE AMARO CAVALCANTI,"73597,76","16641,73",46848,23304,"85541,38","27994,57","34904,38","11951,16",-22.9302005767822,-43.1786003112793
METROPOLITANA VI,RIO DE JANEIRO,33065276,CE ANDRE MAUROIS,"166799,06","44416,04","64411,2",24636,"75367,65","35444,92","155842,61","33607,12",-22.9773006439209,-43.2257995605469
METROPOLITANA VI,RIO DE JANEIRO,33066590,CE ANTONIO PRADO JUNIOR,"8184,56","2754,86","54355,2",21456,"61713,37","24082,26","826,39","128,6",-22.9130001068115,-43.2162017822266
METROPOLITANA VI,RIO DE JANEIRO,33086427,CE AUGUSTO RUSCHI,"354,5",0,"1732,8",2000,"1681,29","1773,12","406,01","226,88",-22.7535991668701,-43.1092987060547
METROPOLITANA VI,RIO DE JANEIRO,33077100,CE BRIGADEIRO SCHORCHT,"50253,46","1847,95",38152,15060,0,0,"88405,46","16907,95",-22.9279003143311,-43.3722991943359
